index,AC,Cha,Con,Dex,HP,Int,Str,Type,Wis,alignment,chall,condImmunity,damImmunity,damVuln,languages,name,damResist,senses,size,speed
117,6.0,4 (-3),8 (-1),2 (-4),1.0,6 (-2),12 (+1),beast,4 (-3),"beast, unaligned",0.0,,,,—,Koala,,,Tiny,10
119,15.0,10 (+0),14 (+2),18 (+4),90.0,13 (+1),20 (+5),elemental,11 (+0),"elemental, neutral",5.0,"exhaustion, grappled, paralyzed, poisoned, prone, restrained, unconscious",poison,,understands Aquan but doesn't speak,Large Water Weird,"fire; bludgeoning, piercing, and slashing from nonmagical attacks","blindsight 30 ft., ",Large,"0 ft., swim 60 ft."
120,12.0,18 (+4),10 (+0),12 (+1),80.0,18 (+4),12 (+1),humanoid,18 (+4),chaotic evil,5.0,,,,"Elvish, Undercommon",Lolth's Eye,,"Darkvision 120 feet., Blindsight 30 feet., ",Medium,20 feet
121,,3 (-4),17 (+3),12 (+1),147.0,5 (-3),21 (+5),construct,7 (-2),lawful evil,5.0,"Fatigued, Stunned",Poison,Lightning,Common,Magitek Armor,"Bludgeoning, Piercing, Slashing",darkvision 60 ft.Perception 8,Large,30 ft
122,18.0,20 (+5),13 (+1),17 (+3),73.0,15 (+2),8 (-1),fiend,12 (+1),neutral evil,7.0,,,,"Abyssal, Common, Infernal, telepathy 60 ft.",Lolth Succubus/Incubus,"cold, fire, lightning, poison; bludgeoning, piercing, slashing from nonmagical attacks not made with silvered weapons","darkvision 120 ft., ",Large,"30 ft., fly 60 ft."
123,17.0,1 (-5),19 (+4),16 (+3),262.0,1 (-5),10 (+0),celestial,21 (+5),lawful neutral,18.0,"exhaustion, paralyzed, petrified, poisoned, prone, unconscious","fire, poison, radiant",,Correspondence,Logos,"bludgeoning, piercing, and slashing from nonmagical attacks","truesight 120 ft., ",Huge,"0 ft., fly 50 ft. (hover)"
124,15.0,15 (+2),15 (+2),18 (+4),105.0,12 (+1),16 (+3),dragon,12 (+1),chaotic evil,7.0,"blinded, grappled, petrified, poisoned, prone, restrained",,,"Draconic, Lloigor, telepathy 60 ft.",Lloigor,"bludgeoning, piercing and slashing from nonmagical attacks","blindsight 60 ft., ",Large,"30 ft. (0 ft., fly 60 ft. in vortex form)"
125,17.0,9 (-1),14 (+2),16 (+3),117.0,10 (+0),18 (+4),undead,12 (+1),chaotic neutral,12.0,"charmed, exhaustion, frightened, paralyzed, poisoned, prone",poison,,the languages it knew in life,Martial Glory,"acid, cold, fire, force, necrotic, thunder; bludgeoning, piercing, and slashing from nonmagical attacks","darkvision 60 ft., ",Medium,"0 ft., fly 40 ft. (hover)"
127,13.0,6 (-2),14 (+2),16 (+3),42.0,6 (-2),16 (+3),monstrosity,14 (+2),"monstrosity, unaligned",3.0,,psychic,,—,Marsh Creature,,"darkvision 60 ft., ",Medium,40 ft.
128,20.0,22 (+6),22 (+6),22 (+6),253.0,20 (+5),20 (+5),fiend,16 (+3),chaotic evil,16.0,poisoned,poison,,"Abyssal, telepathy 120 ft",Marilith Black Blood,"cold, fire, lightning; bludgeoning, piercing, and slashing from nonmagical attacks","truesight 120 ft., ",Large,40 ft.
129,14.0,13 (+1),18 (+4),12 (+1),142.0,12 (+1),19 (+4),monstrosity,15 (+2),lawful neutral,7.0,,,,"Common, Ignan, Maramorian",Maramorian Warrior,fire,"darkvision 60 ft., ",Large,30 ft.
132,14.0,6 (-2),8 (-1),15 (+2),3.0,5 (-3),8 (-1),aberration,12 (+1),lawful evil,0.0,,,radiant,understands Stal but can't speak,Mini Floormaster,,"blindsight 60 ft. (blind beyond this radius), ",Tiny,25 ft.
133,26.0,26 (+8),30 (+10),19 (+4),779.0,22 (+6),30 (+10),monstrosity,15 (+2),chaotic neutral,31.0,"charmed, petfified, poisoned","cold, fire, poison; bludgeoning, piercing, and slashing from nonmagical attacks",,"Abyssal, Common, Deep Speech, Draconic, Dwarvish, Elvish, Giant, Goblin, Infernal, Ooze, Orc, Primordial, Sylvan, Undercommon, Volcanic",Firewave's Mine Monster,"acid, force, radiant",,Gargantuan,"60 ft., fly 60 ft."
134,18.0,1 (-5),19 (+4),15 (+2),115.0,1 (-5),24 (+7),aberration,17 (+3),"aberration, unaligned",8.0,"charmed, frightened",Psychic,,—,Mindless Titan,,,Huge,50 ft.
135,14.0,17 (+3),15 (+2),18 (+4),104.0,19 (+4),11 (+0),aberration,17 (+3),lawful evil,7.0,,,,"Deep Speech, Undercommon, telepathy 120 ft.",Mindflyer,,"darkvision 120 ft., ",Medium,"20 ft., fly 50 ft."
136,14.0,18 (+4),10 (+0),16 (+3),139.0,18 (+4),14 (+2),undead,16 (+3),chaotic evil,9.0,"charmed, exhaustion, frightened, grappled, paralyzed, petrified, poisoned, prone, restrained","bludgeoning, piercing, and slashing from nonmagical attacks","lightning, radiant","Deep Speech, understands Undercommon and any languages it knew in life, but can't speak them",Mind Shade,"acid, cold, fire, psychic, thunder","darkvision 60 ft., ",Medium,"0 ft., fly 30 ft."
137,13.0,5 (-3),15 (+2),14 (+2),52.0,6 (-2),11 (+0),undead,8 (-1),lawful evil,3.0,"exhaustion, poisoned",poison,bludgeoning,understands Deep Speech and Undercommon but can't speak,Mind Flayer Skeleton,,"darkvision 60 ft., ",Medium,30 ft.
138,14.0,14 (+2),20 (+5),15 (+2),210.0,15 (+2),22 (+6),aberration,14 (+2),lawful evil,14.0,,,,"Deep Speech, Undercommon, telepathy 120 ft.",Mind Brute,"psychic; bludgeoning, piercing, and slashing from nonmagical attacks","darkvision 120 ft., ",Large,40 ft.
139,16.0,20 (+5),14 (+2),7 (-2),112.0,23 (+6),10 (+0),aberration,19 (+4),lawful evil,8.0,"poisoned, stunned","fire, poison, psychic",,"Common, Deep Speech, Undercommon",Mindseeker,"bludgeoning, piercing, and slashing from nonmagical attacks",,Large,30 ft.
140,14.0,10 (+0),19 (+4),19 (+4),34.0,10 (+0),19 (+4),humanoid,12 (+1),lawful evil,4.0,"charmed, grappled, prone, stunned",,thunder,"Needlish, Undercommon",Needleback Slayer of Yurot,"bludgeoning, piercing, and slashing from nonmagical attacks","darkvision 60 ft., ",Medium,"40 ft., climb 30 ft."
141,16.0,18 (+4),15 (+2),16 (+3),112.0,3 (-4),19 (+4),undead,14 (+2),chaotic neutral,8.0,"charmed, exhaustion, frightened, paralyzed, poisoned","poison, necrotic; bludgeoning, piercing, and slashing from nonmagical attacks",,understands Sylvan but cannot speak,Needle Haltija,"acid, cold, fire, lightning","truesight 60 ft., ",Large,"0 ft., fly 30 ft. (hover)"
143,13.0,7 (-2),14 (+2),14 (+2),30.0,2 (-4),18 (+4),undead,12 (+1),chaotic evil,1.0,"exhaustion, poisoned",poison,,—,Necrosteed,"cold, necrotic","darkvision 60 ft., ",Large,60 ft.
144,18.0,4 (-3),22 (+6),10 (+0),225.0,3 (-4),24 (+7),construct,11 (+0),"construct, unaligned",15.0,"charmed, exhaustion, frightened, paralyzed, petrified, poisoned","necrotic, poison, psychic",,understands the languages of its creator but can't speak,Necrosphinx,"bludgeoning, piercing, and slashing from nonmagical attacks that aren't adamantine","darkvision 60 ft., ",Huge,40 ft.
145,25.0,20 (+5),30 (+10),13 (+1),922.0,1 (-5),30 (+10),undead,10 (+0),chaotic evil,30.0,"blinded, charmed, deafened, exhaustion, frightened, incapacitated, paralyzed, petrified, poisoned, prone, restrained, stunned","necrotic, poison",Radiant,"Abyssal, Common",Necromass,,"darkvision 120 ft., ",Gargantuan,45 ft.
146,14.0,12 (+1),16 (+3),10 (+0),59.0,8 (-1),19 (+4),giant,12 (+1),chaotic neutral,3.0,,,,"Common, Giant",Ogre Maneater,,"darkvision 60 ft., ",Large,40 ft.
147,14.0,14 (+2),16 (+3),10 (+0),119.0,8 (-1),19 (+4),giant,12 (+1),chaotic evil,6.0,,,,"Common, Draconic, Giant",Ogre Mage,,"darkvision 60 ft., ",Large,40 ft.
148,14.0,10 (+0),16 (+3),10 (+0),76.0,7 (-2),19 (+4),giant,13 (+1),chaotic evil,4.0,,,,"Common, Giant",Ogre Bull Priest,,"darkvision 60 ft., ",Large,40 ft.
149,16.0,16 (+3),15 (+2),17 (+3),102.0,13 (+1),21 (+5),giant,12 (+1),chaotic neutral,9.0,,,,"Ancient, Deku",Odolwa,acid,"darkvision 60 ft., ",Huge,"40 ft., climb 40 ft."
150,15.0,9 (-1),17 (+3),11 (+0),59.0,9 (-1),18 (+4),monstrosity,10 (+0),lawful evil,4.0,poisoned,"fire, poison",,"Aquan, Infernal",Octohulk,cold,"darkvision 120 ft., ",Large,"20 ft., swim 30 ft."
151,14.0,10 (+0),14 (+2),14 (+2),52.0,11 (+0),16 (+3),humanoid,15 (+2),lawful neutral,3.0,,,,"Aquan, Common",Octofolk Entangler,cold,"darkvision 60 ft., ",Medium,"20 ft., swim 30 ft."
152,15.0,12 (+1),22 (+6),12 (+1),161.0,13 (+1),22 (+6),ooze,14 (+2),chaotic evil,12.0,"charmed, exhaustion, frightened",acid,,"Abyssal, Common",Oozing Lord,"cold, fire; bludgeoning, piercing, and slashing from nonmagical attacks","blindsight 60 ft., darkvision 120 ft., ",Large,"30 ft., climb 30 ft."
153,20.0,5 (-3),15 (+2),14 (+2),19.0,2 (-4),13 (+1),plant,8 (-1),"plant, unaligned",1.0,blinded,,,—,Peahat,,"blindsight 60 ft. (blind beyond this radius), ",Medium,"5 ft., fly 30 ft. (hover)"
154,18.0,23 (+6),21 (+5),14 (+2),190.0,17 (+3),14 (+2),celestial,19 (+4),neutral good,12.0,"charmed, exhaustion, frightened",,,all,Peaceguard Angel,"psychic, radiant; bludgeoning, piercing, and slashing from nonmagical attacks","truesight 120 ft., ",Medium,"30 ft., fly 120 ft."
155,15.0,11 (+0),15 (+2),21 (+5),170.0,4 (-3),9 (-1),swarm,14 (+2),lawful evil,13.0,,,,understands Blin but can't speak,Patra,"bludgeoning, piercing, slashing","darkvision 120 ft., ",Huge,"20 ft., fly 60 ft. (hover)"
156,20.0,26 (+8),23 (+7),18 (+4),230.0,15 (+2),25 (+7),celestial,23 (+6),lawful good,19.0,"charmed, exhaustion, frightened, poisoned","necrotic, poison",,"all, telepathy 120 ft.",Pathiel,"radiant; bludgeoning, piercing, and slashing from nonmagical attacks","truesight 120 ft., ",Large,"30 ft., fly 120 ft."
157,13.0,10 (+0),15 (+2),15 (+2),30.0,2 (-4),17 (+3),beast,14 (+2),"(hadrosaur), unaligned",1.0,,,,—,Parasaurolophus,,,Large,50 ft.
158,14.0,24 (+7),22 (+6),10 (+0),200.0,12 (+1),23 (+6),giant,16 (+3),lawful alignment,9.0,,,,"Aquan, Common, Giant",Pearl Giant,cold,"blindsight 60 ft., darkvision 60 ft., ",Huge,"40 ft., swim 40 ft."
159,10.0,10 (+0),16 (+3),10 (+0),67.0,9 (-1),19 (+4),undead,12 (+1),evil alignment,4.0,"charmed, petrified, poisoned",poison,,the languages of its creator,Patchworkman,"necrotic; bludgeoning, piercing and slashing from nonmagical attacks","darkvision 60 ft., ",Medium,25 ft.
160,18.0,20 (+5),22 (+6),17 (+3),210.0,10 (+0),22 (+6),celestial,12 (+1),chaotic neutral,14.0,"charmed, exhaustion, frightened",,,all,Ransack Angel,"fire, radiant, thunder; bludgeoning, piercing, and slashing from nonmagical attacks","truesight 120 ft., ",Medium,"30 ft., fly 120 ft."
161,13.0,11 (+0),10 (+0),13 (+1),27.0,13 (+1),12 (+1),humanoid,14 (+2),non-lawful alignment,2.0,,,,"Common, Druidic",Ratfolk Soothsayer,,"darkvision 60 ft., ",Medium,30 ft.
162,10.0,10 (+0),10 (+0),8 (-1),2.0,8 (-1),2 (-4),beast,10 (+0),"beast, unaligned",0.0,,,,all,Ratatoskr,,"darkvision 30 ft., ",Tiny,20 ft.
163,13.0,5 (-3),18 (+4),14 (+2),104.0,5 (-3),22 (+6),monstrosity,11 (+0),neutral evil,6.0,,,,understands Queekish but can't speak,Rat Ogre,,"darkvision 60 ft., ",Large,40 ft.
164,8.0,1 (-5),20 (+5),7 (-2),104.0,1 (-5),15 (+2),ooze,2 (-4),chaotic evil,3.0,"charmed, exhaustion, frightened, poisoned",poison,,understands Abyssal and Common but can't speak,Rancid One,acid,"blindsight 10 ft., darkvision 60 ft., ",Medium,"10 ft., climb 10 ft."
165,14.0,9 (-1),14 (+2),15 (+2),26.0,12 (+1),15 (+2),humanoid,14 (+2),"(rat), neutral",1.0,blinded,,,Undercommon,Rat Guard,poison,"darkvision 60 ft., ",Medium,30 ft.
166,14.0,7 (-2),10 (+0),17 (+3),59.0,4 (-3),12 (+1),undead,12 (+1),"undead, unaligned",3.0,"charmed, exhaustion, frightened, grappled, paralyzed, petrified, poisoned, prone, restrained","necrotic, poison; bludgeoning, piercing, and slashing from nonmagical attacks",,—,Scuttlegeist,"acid, cold, fire, lightning, thunder","darkvision 60 ft., ",Small,"60 ft., fly 30 ft. (hover)"
167,14.0,12 (+1),12 (+1),19 (+4),36.0,9 (-1),16 (+3),undead,8 (-1),chaotic evil,2.0,"exhaustion, grappled, paralyzed, petrified, poisoned, prone, restrained","necrotic, poison",,"Stal, plus one language it knew in life",Scythe Poe,"acid, fire, cold, lightning","darkvision 60 ft., ",Small,"5 ft., fly 40 ft. (hover)"
168,20.0,25 (+7),26 (+8),28 (+9),377.0,20 (+5),22 (+6),fiend,17 (+3),chaotic evil,24.0,"charmed, exhaustion, frightened, poisoned","poison; bludgeoning, piercing, and slashing damage from nonmagical weapons.",,"all, telepathy 120 ft.",Scylla,"cold, fire, lighting","truesight 120 ft., ",Huge,"40 ft., climb 25 ft., swim 50 ft."
169,15.0,9 (-1),15 (+2),14 (+2),26.0,3 (-4),16 (+3),monstrosity,14 (+2),"monstrosity, unaligned",2.0,,,,—,Scuttler,,"blindsight 30 ft., darkvision 60 ft., ",Medium,"30 ft., swim 30 ft."
170,14.0,5 (-3),9 (-1),18 (+4),49.0,11 (+0),11 (+0),monstrosity,16 (+3),"monstrosity, unaligned",5.0,,,,—,Scumbrella,"acid, cold, lightning",,Medium,"5 ft., fly 40 ft. (hover)"
171,12.0,12 (+1),11 (+0),14 (+2),36.0,13 (+1),8 (-1),undead,10 (+0),chaotic evil,3.0,"charmed, exhaustion, grappled, paralyzed, petrified, poisoned, prone, restrained, unconscious","necrotic, poison",,understands the languages it knew in life but can’t speak,Sculptergeist,"acid, cold, fire, lightning, thunder, bludgeoning, piercing, and slashing from nonmagical weapons","darkvision 60 ft., ",Medium,30 ft.
172,14.0,7 (-2),12 (+1),17 (+3),22.0,10 (+0),10 (+0),humanoid,12 (+1),neutral evil,1.0,,,,"Common, Queekish",Skaven Sharpshooter,,"darkvision 60 ft., ",Medium,40 ft.
173,14.0,6 (-2),13 (+1),16 (+3),55.0,10 (+0),11 (+0),humanoid,12 (+1),neutral evil,3.0,,,,"Common, Queekish",Skaven Ratling Gunner,,"darkvision 90 ft., ",Medium,40 ft.
174,15.0,14 (+2),15 (+2),16 (+3),32.0,10 (+0),15 (+2),humanoid,14 (+2),neutral evil,3.0,,,,"Common, Queekish",Skaven Packmaster,,"darkvision 60 ft., ",Medium,40 ft.
175,15.0,6 (-2),12 (+1),18 (+4),27.0,11 (+0),14 (+2),humanoid,12 (+1),neutral evil,1.0,,,,"Common, Queekish",Skaven Night Runner,,"darkvision 60 ft., ",Medium,40 ft.
176,16.0,9 (-1),13 (+1),18 (+4),31.0,11 (+0),14 (+2),humanoid,14 (+2),neutral evil,2.0,,,,"Common, Queekish",Skaven Gutter Runner,,"darkvision 60 ft., ",Medium,40 ft.
177,15.0,8 (-1),15 (+2),16 (+3),33.0,10 (+0),10 (+0),humanoid,13 (+1),neutral evil,2.0,,,,"Common, Queekish",Skaven Globadier,poison,"darkvision 60 ft., ",Medium,40 ft.
178,17.0,11 (+0),15 (+2),22 (+6),110.0,12 (+1),12 (+1),humanoid,15 (+2),neutral evil,9.0,,,,"Common, Queekish",Skaven Eshin Assassin,,"darkvision 60 ft., ",Medium,"40 ft., climb 30 ft."
179,16.0,18 (+4),14 (+2),16 (+3),120.0,17 (+3),10 (+0),humanoid,16 (+3),neutral evil,13.0,,,,"Common, Queekish",Skaven Grey Seer,,"darkvision 60 ft., ",Medium,40 ft.
180,13.0,8 (-1),14 (+2),16 (+3),32.0,2 (-4),16 (+3),monstrosity,11 (+0),"monstrosity, unaligned",1.0,,,,,Spyger,,"darkvision 60 ft., ",Large,"40 ft., climb 40 ft."
181,19.0,18 (+4),20 (+5),24 (+7),189.0,14 (+2),18 (+4),dragon,12 (+1),chaotic evil,15.0,poisoned,poison,,"Common, Draconic, Undercommon",Spydragon,,"blindsight 30 ft., darkvision 120 ft., ",Large,"50 ft., climb 50 ft."
182,16.0,10 (+0),20 (+5),23 (+6),115.0,8 (-1),18 (+4),fiend,12 (+1),chaotic evil,8.0,,,,—,Spyder-Fiend,"poison, bludgeoning, piercing, and slashing from nonmagical attacks","darkvision 60 ft., ",Large,"40 ft., climb 40 ft."
183,13.0,8 (-1),13 (+1),14 (+2),16.0,9 (-1),8 (-1),aberration,10 (+0),lawful evil,1.0,frightened,"cold, fire, lightning",damage from spells,—,Spectral,necrotic,"darkvision 120 ft., ",Medium,40 ft.
184,18.0,5 (-3),18 (+4),17 (+3),157.0,13 (+1),19 (+4),plant,15 (+2),"plant, unaligned",9.0,"charmed, poisoned",poison,"fire, radiant",—,Sporepion Pack Leader,,"blindsight 120 ft., ",Huge,60 ft.
185,15.0,5 (-3),15 (+2),13 (+1),52.0,10 (+0),15 (+2),plant,13 (+1),"plant, unaligned",4.0,"charmed, Poisoned",poison,"fire, radiant",—,Sporepion Adult,,"blindsight 60 ft., ",Large,40 ft.
186,12.0,3 (-4),9 (-1),15 (+2),21.0,3 (-4),6 (-2),swarm,6 (-2),"elementals, neutral",1.0,"blinded, charmed, deafened, exhaustion, frightened, grappled, paralyzed, petrified, poisoned, prone, restrained, stunned, unconscious","cold, poison",fire,understands Aquan and Auran but can't speak,Swarm of Icicles,"bludgeoning, piercing, and slashing","blindsight 30 ft. (blind beyond this radius), ",Medium,"0 ft., fly 30 ft. (hover)"
187,16.0,1 (-5),10 (+0),17 (+3),108.0,1 (-5),4 (-3),construct,3 (-4),lawful neutral,4.0,"blinded, charmed, deafened, frightened, paralyzed, petrified, poisoned, prone","poison, psychic",,"understands the languages of its creator, but cannot speak",Swarm of Fob-watch Flyers,cold,"blindsight 120 ft., ",Tiny,"0 ft., fly 60 ft. (hover)"
188,13.0,7 (-2),14 (+2),14 (+2),52.0,4 (-3),16 (+3),swarm,12 (+1),"(theropod), unaligned",1.0,,,,—,Swarm of Compsognathus,,,Medium,30 ft.
189,15.0,16 (+3),12 (+1),14 (+2),97.0,6 (-2),18 (+4),swarm,19 (+4),"beasts, unaligned",8.0,"charmed, frightened, grappled, paralyzed, petrified, prone, restrained, stunned",,fire,understands Infernal but cannot speak it,Swarm of Chorister Bees,"bludgeoning, piercing, slashing",,Huge,"10 ft., fly 40 ft."
190,13.0,16 (+3),8 (-1),15 (+2),121.0,6 (-2),8 (-1),swarm,12 (+1),"beasts, unaligned",5.0,"charmed, frightened, grappled, paralyzed, petrified, prone, restrained, stunned",,,—,Swarm of Blue Prophets,"bludgeoning, piercing, slashing",,Huge,"10 ft., fly 40 ft."
191,20.0,24 (+7),26 (+8),14 (+2),270.0,16 (+3),26 (+8),dragon,16 (+3),lawful good,18.0,"charmed, frightened, paralyzed, poisoned","poison, radiant",,"Celestial, Common, Draconic, Sylvan, telepathy 60 ft.",Taisho Kirin,see Prismatic Scales below,"blindsight 60 ft., darkvision 120 ft., ",Large,"40 ft., fly 80 ft., swim 40 ft."
193,14.0,12 (+1),12 (+1),13 (+1),49.0,13 (+1),18 (+4),fiend,18 (+4),lawful evil,6.0,poisoned,"fire, poison",,"Infernal, telepathy 120 ft.",Tentacle Devil,"cold; bludgeoning, piercing, and slashing from nonmagical attacks that aren't silvered","darkvision 120 ft., ",Medium,"25 ft., swim 60 ft."
194,14.0,11 (+0),16 (+3),16 (+3),34.0,3 (-4),18 (+4),beast,15 (+2),"(hadrosaur), unaligned",1.0,,Poison,,—,Tenontosaurus,,,Large,50 ft.
195,17.0,12 (+1),18 (+4),18 (+4),127.0,12 (+1),18 (+4),humanoid,14 (+2),chaotic neutral,10.0,,,,"Celestial, Common, Draconic",Tengu Ronin,,"darkvision 120 ft., ",Medium,"40 ft., fly 100 ft."
196,16.0,20 (+5),13 (+1),19 (+4),110.0,19 (+4),12 (+1),aberration,17 (+3),neutral alignment,16.0,"charmed, exhaustion, frightened, paralysed, stunned","necrotic; slashing, piercing, and bludgeoning from nonmagical attacks that aren't silvered",,"Common, Undercommon, Deep Speech, telepathy 60 ft.",Temporal Shifter,"cold, lightning, psychic","truesight 60 ft., ",Medium,60 ft.
197,15.0,10 (+0),16 (+3),12 (+1),75.0,8 (-1),17 (+3),monstrosity,12 (+1),any neutral,1.0,,,,"Thokola, Common",Thokola,,passive perception 10,Medium,30 ft.
198,15.0,3 (-4),17 (+3),10 (+0),68.0,8 (-1),18 (+4),aberration,9 (-1),chaotic evil,5.0,,,radiant,"Common, Undercommon",Templar,"necrotic; bludgeoning, piercing, and slashing from nonmagical attacks","darkvision 60 ft., ",Large,"20 ft., climb 20 ft., swim 40 ft."
199,13.0,15 (+2),16 (+3),15 (+2),68.0,11 (+0),18 (+4),elemental,13 (+1),"elemental, neutral",3.0,,lightning,,"understands Auran, Common, and Primordial but can't speak",Tempest,,,Large,"60 ft., fly 90 ft."
200,13.0,15 (+2),16 (+3),17 (+3),42.0,12 (+1),18 (+4),fey,12 (+1),chaotic evil,3.0,poisoned,,,"Common, Sylvan",Tikbálang,poison,"darkvision 60 ft., ",Large,60 ft.
201,14.0,8 (-1),14 (+2),15 (+2),75.0,3 (-4),17 (+3),fiend,12 (+1),"fiend, unaligned",4.0,"prone, frightened",,,—,Tiger Pishacha,"Nonmagical bludgeoning, slashing, and piercing damage","darkvision 60 ft., ",Large,40 ft.
202,15.0,10 (+0),17 (+3),15 (+2),105.0,10 (+0),18 (+4),humanoid,10 (+0),neutral evil,5.0,,,,"Aquan, Common",Tideborn Maelstrom,,"darkvision 60 ft., ",Medium,"30 ft., swim 30 ft."
203,16.0,16 (+3),18 (+4),15 (+2),178.0,12 (+1),20 (+5),elemental,14 (+2),neutral evil,14.0,"charmed, exhaustion, frightened, paralyzed, petrified, poisoned","cold, poison",,"Aquan, Common",Tideborn Exalted,"bludgeoning, piercing and slashing from nonmagical attacks","darkvision 60 ft., ",Medium,"30 ft., swim 60 ft."
204,13.0,10 (+0),15 (+2),15 (+2),52.0,10 (+0),16 (+3),humanoid,10 (+0),neutral evil,1.0,,,,"Aquan, Common",Tideborn,,"darkvision 60 ft., ",Medium,"30 ft., swim 30 ft."
207,17.0,14 (+2),19 (+4),18 (+4),153.0,16 (+3),20 (+5),monstrosity,16 (+3),"(tyranid), unaligned",11.0,"charmed, frightened, poisoned","poison, psychic",,—,Tyranid Warrior,"bludgeoning, piercing, and slashing damage from nonmagical attacks","darkvision 60 ft., ",Medium,"40 ft., climb 30 ft."
209,14.0,7 (-2),19 (+4),15 (+2),133.0,2 (-4),24 (+7),beast,17 (+3),"reptile), unaligned",14.0,,Lightning,,—,Tylosaurus,,"darkvision 60 ft., ",Large,"0 ft., swim 60 ft."
210,18.0,12 (+1),19 (+4),21 (+5),155.0,8 (-1),12 (+1),swarm,22 (+6),chaotic evil,18.0,"Charmed, Frightened, Poisoned, Prone, Restrained","poison, psychic",,—,Twins,,"darkvision 120 ft., ",Huge,"0 ft., fly 50 ft."
211,15.0,14 (+2),16 (+3),18 (+4),105.0,14 (+2),16 (+3),undead,14 (+2),lawful evil,9.0,,,,the languages of its creator,Twilight Stalker,"necrotic; bludgeoning, piercing, and slashing from nonmagical attacks","darkvision 120 ft., ",Medium,"40 ft., climb 40 ft."
212,13.0,8 (-1),16 (+3),13 (+1),85.0,6 (-2),19 (+4),beast,14 (+2),"(pterosaur), unaligned",2.0,,,,—,Tupandactylus,,,Large,"15 ft., fly 60 ft."
213,18.0,7 (-2),13 (+1),10 (+0),22.0,7 (-2),15 (+2),humanoid,12 (+1),"(lizardfolk), neutral",1.0,,,,"draconic, aquan",Turtle People,,,Medium,"20 ft., swim 40 ft."
214,12.0,12 (+1),22 (+6),14 (+2),315.0,11 (+0),24 (+7),humanoid,12 (+1),neutral good,16.0,"charmed, frightened, paralyzed","bludgeoning, piercing, and slashing from nonmagical attacks that aren't silvered",,Common (can't speak in bear form),Werebear Lord,,"darkvision 120 ft., ",Medium,"30 ft. (40 ft., climb 40 ft. in bear or hybrid form)"
215,17.0,14 (+2),20 (+5),24 (+7),290.0,12 (+1),17 (+3),humanoid,16 (+3),neutral evil,16.0,"charmed, frightened, paralyzed","bludgeoning, piercing, and slashing from nonmagical attacks that aren't silvered",thunder,Common (can't speak in bat form),Werebat Lord,,"blindsight 120 ft., darkvision 60 ft., ",Medium,"30 ft. (20 ft., fly 90 ft. in hybrid form)"
